,Score Compound,Score Negative,Score Neutral,Score Positive,Sentence
8362,-0.2263,0.079,0.921,0.0, they drag his body out of the cell and through the dark corridor lit only by the flashlight of the leading guard
8363,-0.2057,0.377,0.623,0.0,i am not well
8364,-0.0191,0.097,0.903,0.0, that does not matter much now the lead guard says
8365,-0.0516,0.057,0.943,0.0,dragged to the end of the courtyard he is told to face the wall and lift both arms in the air
8366,0.0,0.0,1.0,0.0,allahoakbar
8367,0.0,0.0,1.0,0.0, a guard shouts
8368,-0.5994,0.133,0.867,0.0,isaac hears the sound of boots crushing snow the pull of a trigger then the firing of a bullet which bounces against the wall and falls on the snow followed by another then another
8369,0.0,0.0,1.0,0.0,thats enough
8370,0.0,0.0,1.0,0.0, a guard yells
8371,0.0,0.0,1.0,0.0,when the last bullet bounces off the wall he listens disbelieving to the silence around him
8372,-0.5574,0.205,0.795,0.0,let this vermin sit in his own shit and recognize what he is up against
8373,0.0,0.0,1.0,0.0, he falls on the snow facing the wall afraid to face anything but this wall
8374,-0.3612,0.209,0.675,0.117,lying on the ice he thinks of the warm mattress in his cell
8375,-0.6705,0.257,0.743,0.0,at a newsstand she reads the headline hundreds of martyrs killed in the shattalarab
8376,-0.5994,0.13,0.87,0.0, in school that morning they had discussed the war the teacher beginning the class by hanging posters of soldiers some of them children on the walls
8377,0.0,0.0,1.0,0.0,i think i would
8378,0.0,0.0,1.0,0.0, when the bell rang the teacher announced that those who had volunteered to go to wareven though the question had been hypotheticalwould be excused from homework
8379,-0.9161,0.39,0.61,0.0,she knew that they were not supposed to talk but the idea of leila going to war terrified her
8380,0.0,0.0,1.0,0.0,she stands by the gate and peeks in at the gardenthe  244  the septembers of shiraz  accumulated snow stained yellow with the dogs urine and the jagged teeth of icicles hanging from the swimming pools edge
8381,0.0,0.0,1.0,0.0,the dog runs to her and sticks her muzzle through the gate
8382,-0.6264,0.096,0.878,0.026,each time he drifts back into sleep the leaking faucet interrupts him the drops loud and defiant so he wakes up and lies still watching the objects around himthe sink his shoes which he has not worn since the lashings the koran still open to the page he last readall of which slowly merge with the objects of the many rooms he has slept in throughout his life
8383,0.6597,0.0,0.952,0.048,drifting in and out of sleep he sees the muslin curtains of his room in shiraz where he spent so many summers reading and writ  w  the septembers of shiraz  ing the porcelain pitcher on the night table in the french countryside the mints left like anonymous letters on his pillow in geneva the jade buddha in tokyo the dragon painted on the ceiling in hong kong his bed at home in which he fell asleep wrapped in his comforter the hair on his arm brushed by his wifes breath and the hemp sheets of his boyhood home rough against his skin not unlike the burlap blanket covering him now
8384,-0.0772,0.034,0.966,0.0,he understands now the scribbles on monuments and sidewalks even in toilet stallsa name and a date inscribed for future visitors a sorry attempt to communicate with people of another era to say to them i once was
8385,0.0,0.0,1.0,0.0,he is led down the stairs to the same  247  dalia sofer  room where he last saw his interrogator
8386,-0.296,0.136,0.864,0.0,my daughter with her closet full of shoes has no idea where her father is
8387,0.0,0.0,1.0,0.0,the power of abu lahab will perish and he will perish
8388,0.296,0.061,0.814,0.125,playing and replaying in his mind his next interrogationwhich he believed would be his lasthe had come to the conclusion that with a man like mohsen one had to take risks
8389,0.4215,0.0,0.763,0.237,i see that you have been using your time wisely
8390,0.4939,0.0,0.824,0.176, he looks down at his hand at the space where his finger should have been
8391,0.0,0.0,1.0,0.0,i hear a boy run up and down the stairs above my cell
8392,-0.128,0.2,0.8,0.0,youre a tough case he says finally
8393,0.0,0.0,1.0,0.0,i need a more specific answer
8394,0.0,0.0,1.0,0.0, my entire savings
8395,0.3182,0.0,0.901,0.099,  in the cell a guard forces isaacs feet into his shoes the  leather unable to expand enough to accommodate the swelling
8396,0.0,0.0,1.0,0.0,in the  250  the septembers of shiraz  hallway a masked guard rushes to him and says in a voice that he recognizes as hosseins brother amin
8397,0.0,0.0,1.0,0.0,are you being released
8398,0.0,0.0,1.0,0.0, lets go
8399,0.0,0.0,1.0,0.0, the other guard yells
8400,0.0,0.0,1.0,0.0,move
8401,-0.0516,0.043,0.957,0.0, he is taken up the stairs and through a metal gate then dragged across the courtyardthe same path he traveled the night of ramins and vartans executions
8402,0.0,0.0,1.0,0.0,another gate rattles open and he is shoved inside a car
8403,0.25,0.0,0.947,0.053,seated by the window he realizes that the handkerchief hastily tied has left him a sliver of vision and looking down he sees his own deformed feet then the black boots of the guard next to him
8404,0.0,0.0,1.0,0.0,it had shifted the tone of the interrogation turning it into a conversation
8405,0.0,0.0,1.0,0.0,to build more prisons to buy more bullets
8406,-0.5994,0.245,0.755,0.0,in buying back my own life will i facilitate the death of others
8407,0.0,0.0,1.0,0.0, where is your bank
8408,0.0,0.0,1.0,0.0, the driver asks
8409,0.0,0.0,1.0,0.0,the guard seated next to him is biting his lips his mouth contorting to the left and right as his teeth mutilate the thin layer of skin inside
8410,0.3612,0.0,0.878,0.122,when they arrive the gate is open so the car rolls in with ease and parks behind farnazs car
8411,0.0,0.0,1.0,0.0,make it shut up
8412,0.0,0.0,1.0,0.0, the guard says his rifle pointed at her
8413,-0.5106,0.264,0.736,0.0,for the first time since his arrest he feels tears forming in his eyes
8414,0.4939,0.0,0.686,0.314,253  dalia sofer  save the hugs for later
8415,0.0,0.0,1.0,0.0, the guard says
8416,0.0,0.0,1.0,0.0,isaac enters the foyer where the smell of laundry detergent and freshly brewed tea remind him of the life that he may yet live
8417,0.0,0.0,1.0,0.0,the guard follows close behind and farnaz by isaacs side stares at his feet holding back her questions
8418,0.0,0.0,1.0,0.0,in his study he finds that nothing is where he left it
8419,0.0,0.0,1.0,0.0,my passport farnazjan where is it
8420,0.0,0.0,1.0,0.0, the passports were confiscated she says
8421,-0.3491,0.289,0.711,0.0,but im not sure where it is
8422,0.0,0.0,1.0,0.0, brother isaac says to the guard
8423,0.0,0.0,1.0,0.0,it must be here somewhere
8424,0.0,0.0,1.0,0.0, i dont have all day snaps the guard
8425,0.0,0.0,1.0,0.0,he walks around the room his rifle pointed upward and examines the books on the shelves the photographs the sword collection on the wall
8426,0.0,0.0,1.0,0.0,where did you get these
8427,0.0,0.0,1.0,0.0, he says pointing at the swords with his rifle
8428,0.7579,0.0,0.711,0.289,the guard moves in on a sword runs his free hand over the gold engravings on the handle
8429,0.6124,0.0,0.737,0.263,isaac removes the sword which has left a halfmoon imprint on the wall like a smile
8430,-0.296,0.109,0.891,0.0,look at all the engravings on the handle brother he says distracting the guard as long as he can
8431,0.0,0.0,1.0,0.0,this one dates from the period of genghis khan
8432,0.6908,0.0,0.769,0.231, the guard rests his rifle between his legs and holds out his hands palms upward like a pilgrim awaiting blessing
8433,-0.296,0.127,0.802,0.071,isaac carefully places the sword into them and steps back allowing the guard to lose himself in the object
8434,0.0,0.0,1.0,0.0,the guard rests the swords glistening tip on farnazs neck pressing lightly
8435,0.0,0.0,1.0,0.0,please brother just another minute he says to the guard
8436,0.0,0.0,1.0,0.0,and then wait
8437,0.4939,0.0,0.868,0.132, she lets go of isaacs hand and walks to a corner where stacks of files and papers are piled up high
8438,-0.4939,0.516,0.484,0.0,weve wasted enough time
8439,0.4939,0.0,0.814,0.186, the guard takes the rifle in one hand and the sword in the other
8440,0.0,0.0,1.0,0.0,let me tell you something
8441,0.6369,0.0,0.769,0.231, he leans forward and whispers in isaacs ear dont relish your freedom just yet
8442,0.4939,0.0,0.842,0.158,sandwiched between the driver and the guard he walks to the desk of fariborz jamshidi his old friend
8443,0.0,0.0,1.0,0.0,what happened he examines the guard then the driver then isaac again
8444,0.0,0.0,1.0,0.0,you heard the man brother
8445,0.0,0.0,1.0,0.0, says the guard
8446,0.0,0.0,1.0,0.0,yes right away
8447,0.0,0.0,1.0,0.0, fariborz takes the papers and retreats in the back where several other bankers have already gathered surveying the scene
8448,0.0,0.0,1.0,0.0,his banker returns with five bulging canvas bags which he places by the guards feet
8449,0.0,0.0,1.0,0.0,good the guard says his eyes gleaming the way they had back at the house as he held the gilded sword
8450,0.0,0.0,1.0,0.0,257  dalia sofer  arent you getting in the car
8451,0.0,0.0,1.0,0.0, the guard says
8452,0.0,0.0,1.0,0.0,ill manage from here
8453,0.4019,0.0,0.526,0.474, as you wish
8454,0.4939,0.0,0.738,0.262, the guard rests his hand on the car handle
8455,0.0,0.0,1.0,0.0,the stains on his clothes are much more visible here in daylight than they had been in the dim light of his cell
8456,-0.2023,0.046,0.954,0.0,he remembers how as a boy he would stand in front of the movie theater his handmedown pants too large and his pockets empty and wait for ahmadagha who would pass by the theater yelling shahre farangforeign city
8457,0.0,0.0,1.0,0.0, on his back the old man would carry an ornate metal box inside of which were threedimensional images of distant placesof a medieval castle in england or a parisian café on a summer afternoonplaces far away from the bare street in which he stood
8458,0.0,0.0,1.0,0.0,just a quick shower
8459,-0.3071,0.158,0.748,0.094, bent over the sink he avoids his reflection in the mirror but glances at it periodically like a motorist peeking at the gruesome remains of a roadside accident
8460,0.0,0.0,1.0,0.0,he walks to the toilet and sits fully clothed
8461,-0.4497,0.118,0.819,0.063,so many times she had fantasized about isaacs return but none of her minds creations resembled this tired afternoon where a cold light moves on halfempty plates and she finds herself alone in the kitchen separated from him by the walls and endless corridors of the house
8462,-0.836,0.319,0.681,0.0,while her parents would oblige them her mother would refuse to watch the killing and would forbid shirin to witness it also
8463,0.3182,0.0,0.909,0.091,by the meals end some candles continue to burn calmly  while others flicker wildly casting stormy reflections on the opposite wall before guttering out
8464,0.614,0.064,0.747,0.189,guilt was brewing in him but he suppressed it he had not felt this good in a very long time
8465,0.4767,0.107,0.583,0.311,her hand inside his filled him with longing
8466,0.4939,0.0,0.775,0.225,he had never thought that a mere hand could stir so much
8467,0.0,0.0,1.0,0.0,wheres zalman
8468,-0.25,0.111,0.889,0.0, she says sharply as though she were offended to find parviz there instead of the owner
8469,0.0,0.0,1.0,0.0,here
8470,0.0,0.0,1.0,0.0, parviz retreats to the back where rows of black hats stare at him with the dark purposeful eyes of their future  272  the septembers of shiraz  owners
8471,0.7269,0.0,0.876,0.124,not finding the exact size of the grandsonthis accomplished boy of eighteen who has already found himself a wife and is on his way to save the jews of los angeleshe goes down to the basement where he knows zalman keeps all the unusual sizes
8472,0.4404,0.0,0.822,0.178,curious he opens it and finds a heap of letters inside with the careful scripted handwriting of a different time
8473,0.0,0.0,1.0,0.0,lights are coming on in living rooms where families are gathering fitting their day inside a single dinner hour before retreating for the evening so much left unsaid
8474,-0.296,0.196,0.804,0.0,the yellowedged letters are scattered inside in no particular order
8475,0.0,0.0,1.0,0.0,parviz wonders how long it had taken mr
8476,-0.2263,0.322,0.678,0.0,mendelson to forget about nadia
8477,-0.7184,0.28,0.72,0.0,guilt overwhelms him and he wonders if he has already become for rachel what nadia has been for zalmana sad transgression
8478,-0.4404,0.063,0.937,0.0,sitting here in the melancholy smallness of the studio the executed singers voice filling the room parviz remembers suddenly how in the summertime his whole family would bring mattresses onto the terrace and sleep under scores of stars a vast black night surrounding them
8479,-0.4215,0.123,0.877,0.0,he lies awake stares at the red lava lamp on the table next to him the crescentsanemic blood cellsswimming inside it
8480,-0.34,0.079,0.921,0.0,his files are scattered everywhere the calendar still open to the date of his arrest the scribbled appointments now infused with the knowledge that they would never be met
8481,0.0,0.0,1.0,0.0,even the glass of tea is where he left it filled now with greenish layers of fungus
8482,0.8967,0.0,0.792,0.208,he thanks god now for the banks dotting the rhône in geneva where he had had the wisdom to wire money over the years knowing as many before him had known that a jew should not leave all his eggs in one basket even if that basket happens to be his own beloved country
8483,0.6369,0.0,0.802,0.198,of his sixteen employees only farhad his best stonecutter had taken his call and offered to come in
8484,0.0,0.0,1.0,0.0,he dismisses the sound as an illusion an echo of mohsens little boy running above his cell
8485,-0.2023,0.07,0.93,0.0,he walks through the empty corridors and goes upstairs where he finds morteza sitting on the floor a heap of papers in front of him
8486,0.0,0.0,1.0,0.0,i was trying to figure out what was taken from you aminagha
8487,-0.5267,0.531,0.469,0.0,you are a thief
8488,-0.5267,0.298,0.702,0.0,  282  the septembers of shiraz  me a thief
8489,0.7906,0.0,0.68,0.32,you have a light hand which i am sure will make countless women feel like empresses in their own right
8490,0.0,0.0,1.0,0.0, one of the first pieces issac ever designed was this pen  283  dalia sofer  dant for the empress
8491,0.4019,0.034,0.892,0.073,having served two years in paris as an apprentice to a jeweler he had returned to tehran locked himself in his dark studio for five months cutting and polishing stones combining them to form a pendant inspired by a chinese temple
8492,-0.3182,0.252,0.581,0.168,this piece of paper my dear aminagha is your death certificate
8493,0.0,0.0,1.0,0.0,where is it
8494,0.7964,0.03,0.796,0.173,precious stones were accidental secretions of the earthof volcanic eruptions and sedimentationyet nearly all of them possessed a perfect internal order called crystalline statemanifested by a regular arrangement of atoms repeated one hundred million times per centimeter
8495,0.6399,0.0,0.898,0.102,but as he reached the café where farnaz sat with her espresso waiting for him in her sundress her shoulders rubbed that morning with sunscreen lotion smelling of the ocean and the many summers they would yet spend together he wondered if this diamond should be for her
8496,-0.171,0.112,0.789,0.1,all it would take to get you in trouble would be a phone call from me informing them of all the additional items that i would have liked to donate to the cause of the revolution had they not been stolen by a smalltime thief called morteza
8497,-0.2023,0.083,0.854,0.063,the last time he had felt a pain like this on the day he learned of kouroshs execution he had released it in the grinding sound of the stonecutting machines and the buzzing activity around him
8498,-0.1531,0.065,0.935,0.0,288  forty on e  saac brings the scissors to his chin and clips off his beard the white coarse hairs falling into the sink
8499,0.2263,0.058,0.861,0.081,he recoils at the transformation of a once handsome man two craters have formed on each side of his face where his chin and jaw intersect and his brown eyes seem lost inside deep gray sockets
8500,0.6204,0.07,0.731,0.199,he leans across the bed managing no more than a kiss on her shoulder which she acknowledges by placing her hand where his lips had been
8501,0.0,0.0,1.0,0.0,did you talk to him
8502,-0.4404,0.266,0.734,0.0, yes we ended up in the same block
8503,-0.3506,0.182,0.818,0.0, he considers telling her about his death but decides not to
8504,0.0,0.0,1.0,0.0,where is mother
8505,0.0,0.0,1.0,0.0, he asks
8506,0.6652,0.089,0.774,0.137,much of his interaction with his father was like this an unspoken war a mutual dislike broken only occasionally when his father would come home with a deflated ball he had found on the street or an amputated dollcrippled presents but presents nonetheless which made isaac and the others run to him  294  the septembers of shiraz  and kiss his hand
8507,0.7096,0.0,0.731,0.269,by the time they arrived the doors had been shut the audience inside erupting into cheers and applause
8508,-0.9313,0.284,0.716,0.0,looking now at his father he sees not the despot he had known but an injured old man softened by illness still mourning the loss of his mother who was taken from him when he was just a boy
8509,-0.6486,0.238,0.762,0.0,thats isaac amin the man who polished his way out of misery but in the end lost it all
8510,0.4215,0.0,0.935,0.065,  296  fort y t wo  eclining against the wall and hugging one knee the boyish man sits on the floor and sips his tea closing his eyes every now and then as though he were just succumbing to a narcotic
8511,0.0,0.0,1.0,0.0,use bleach to erase the names and dates
8512,0.0,0.0,1.0,0.0, sipping his tea he says weve taken many people across the border sarkar
8513,0.0,0.0,1.0,0.0,and youll need cash in case we get caught
8514,0.5346,0.0,0.669,0.331,the border police on both sides are vigilant but easily bought
8515,0.6808,0.0,0.851,0.149,in the furtive atmosphere of the smugglers apartment where the curtains are closed and tapestrycovered pillows line the walls she has let her scarf slip down to her neck maybe in anticipation of freedom
8516,0.0,0.0,1.0,0.0,you will arrange a ride from tehran to tabriz where youll have lunch
8517,-0.5106,0.323,0.677,0.0,suppose you get arrested again between now and when we leave
8518,0.0,0.0,1.0,0.0,there are so many factors the weather the people patrolling the border on any  299  dalia sofer  given night encounters with snakes and foxes the turkish police on the other sidei could go on and on
8519,0.5423,0.0,0.845,0.155,for the little girl the fee would be fortyfive thousand if you want us to guarantee that should something happen to both of you we would arrange for her to join relatives somewhere
8520,0.0,0.0,1.0,0.0, her brother is in new york
8521,0.0,0.0,1.0,0.0, then thats where we would send her
8522,-0.6124,0.138,0.862,0.0,farnaz flashes him the same terrified look she had when the guard had held the sword to her throat and she couldnt find the birth certificate
8523,0.7717,0.0,0.886,0.114,they had just arrived at their beach house where they liked to spend the holidays and he remembers the scent of humid cedar rising from the wooden beams of the ceiling and fusing with the smell of cookingwhich would begin as a single note of caramelizing onions and would expand as the hours progressed becoming an orchestra of scentsof meats spices and herbs
8524,0.0,0.0,1.0,0.0,but when the lights went outanother blackout so frequent in the early days of the warhe hurried in the dark to the dining room console for a candle knocking against the mirror along the way
8525,-0.6428,0.344,0.656,0.0,her doggedness irritated him but not because he found her conviction ridiculous
8526,0.8779,0.041,0.81,0.149,the warmth of her hand comforts him now and he tells  himself that maybe things will turn out all right they will leave the country and start over in a new place together with the children in a matchbox apartment in a manhattan highrise or in an anonymous clapboard house in an american suburb where people will mispronounce their names and where they will eventually stop correcting them laughing instead at the botched words
8527,0.0,0.0,1.0,0.0,at night he lays out his tools on the dining room table  303  dalia sofer  bleach cotton balls toothpicks a fountain pen paper and the passport
8528,-0.3612,0.088,0.912,0.0,tomorrow they will have a family picture taken to replace his daughters photograph taken a few years earlier when her front baby tooth had just fallen out
8529,0.0,0.0,1.0,0.0,he sees her now lifting the pillow the following morning and finding the tooth still wrapped in its tissue where she left it
8530,0.0,0.0,1.0,0.0,304  forty t hr ee  n the car on the way to the caspian where they will spend the weeklong spring vacation her parents tell her of their planned departure
8531,-0.7506,0.348,0.652,0.0,will all three of them get arrested this time and get sent to prison
8532,-0.2955,0.309,0.476,0.214,if they go to war why not prison
8533,-0.0954,0.28,0.452,0.267,yet it is not sadness she feels but an emptiness a certain guilt even for not feeling sad enough
8534,0.0,0.0,1.0,0.0,why do you need another one
8535,0.0,0.0,1.0,0.0, brother what kind of a question is that
8536,-0.0772,0.302,0.698,0.0, a serious one
8537,-0.2732,0.116,0.884,0.0,since the incident with rachel his guilt amplifies whenever he is in zalmans  a  dalia sofer  presence
8538,0.0,0.0,1.0,0.0,eat
8539,0.5994,0.0,0.881,0.119, music comes on a joyful european jewish tune that sends the men dancing in a circle their arms locked around one another their feet kicking the air in tandem
8540,0.0,0.0,1.0,0.0,zalman and a younger slimmer version of himself a brother parviz realizes walk to the rabbi each carrying one of the swaddled infants on a white pillow while rivka looking pale waits for them leaning on the wall behind the rabbi
8541,-0.3612,0.143,0.857,0.0,afterward the twins exhausted from their ordeal are taken to a bedroom along with their mother
8542,0.0,0.0,1.0,0.0,its cooler here than inside
8543,0.0,0.0,1.0,0.0, she wipes her forehead with a tissue
8544,0.4019,0.0,0.649,0.351,i wish it would rain already
8545,-0.3818,0.119,0.816,0.065, in the garden of his parents home where cypresses offer him some relief from the heat wave that has been choking the city for two weeks he watches the cigarette smoke exit his nostrils and slowly merge with the oppressive air
8546,0.0,0.0,1.0,0.0,we should go inside isaacjan she says
8547,0.0,0.0,1.0,0.0,and where would it go this water since i cant pump anything out
8548,-0.3612,0.125,0.799,0.077,since the end has been determined it is the waiting that seems intolerable to him each interminable minute infused with the possibility of death yet passing uneventfully
8549,0.0,0.0,1.0,0.0,farnaz reads the letter twice before running to the bedroom where isaac is placing a handful of gemstones in a pouch
8550,0.0,0.0,1.0,0.0,i do need to yell because i cant take it anymore
8551,0.0,0.0,1.0,0.0, hunched over the sink he looks at his wet face in the mirror
8552,0.0,0.0,1.0,0.0,she watches him still hunched over the sink looking down
8553,-0.936,0.284,0.716,0.0,she realizes that her husband will from now on have the monopoly on grief for the simple inarguable fact that he has been in prison that he has faced death many times over and has seen and heard others die
8554,-0.4767,0.162,0.838,0.0,she hears him crying now the way he had the night he heard of kourosh nassiris execution
8555,-0.6808,0.099,0.901,0.0,everyones story must come to an end she knows but to prepare for the end as they haveto liquidate ones belongings and sign over the deed to ones houseis not unlike selecting a casket lying in it voluntarily and shutting it from inside
8556,-0.4215,0.167,0.833,0.0,and when he started protesting they blindfolded him and took him away in a van
8557,0.0,0.0,1.0,0.0,  321  dalia sofer  she peers inside the shop through the glass
8558,0.3612,0.0,0.932,0.068,like them the antiques dealer may one day cross the border and show up in america where he may look for them or in paris where he may run into javad at a sidewalk café
8559,0.0,0.0,1.0,0.0,this morning he washed and dressed as usual leaving his pajamas on the bedpost his towel on the rack behind the bathroom door his razor on the sink
8560,-0.4767,0.256,0.744,0.0,charge smuggling vodka into the country an advocate of indecency
8561,-0.34,0.13,0.87,0.0,under it is a log of the  324  the septembers of shiraz  many attempts to arrest him
8562,-0.8225,0.518,0.482,0.0,now the poor girl is in prison no one knows where
8563,0.0,0.0,1.0,0.0,i thought what if someone maybe the new owner of this house finds these files and alerts the authorities
8564,0.0,0.0,1.0,0.0,and i have to tell you something else morteza wanted to send to the authorities some letter that the empress had written you
8565,0.0,0.0,1.0,0.0,but you were my familyyou farnazkhanoum and the children
8566,-0.128,0.086,0.914,0.0, she looks out the window then at the clock on the wall about to strike five
8567,-0.2023,0.045,0.955,0.0,he finishes his tea leaving the empty glass in the sink as usual and as he is about to walk away he glances at it at this hourglassshaped kamar barik that he bought with farnaz soon after their marriage
8568,-0.34,0.211,0.789,0.0,just a week ago was the anniversary of his arrest
8569,0.5106,0.0,0.939,0.061,passing through the town of qazvin the seat of power of the seljuk dynasty in the eleventh century and three centuries later that of the safavids he sees the square with its loggia of colonnades and thinks of the countless hands that had governed the country some generous others despotic all ephemeral
8570,-0.4404,0.112,0.888,0.0,they abandon their car near the restaurant and walk to the blue mosque where they are to meet two men in a black car
8571,-0.0516,0.194,0.806,0.0,where did you leave your car
8572,-0.4588,0.333,0.667,0.0, we abandoned it on the street
8573,0.0,0.0,1.0,0.0,you in the back
8574,0.0,0.0,1.0,0.0, he climbs in the back where he carves for himself a spot to sit
8575,0.5653,0.101,0.623,0.276,why is it he wonders that wealth must always be accompanied by guilt if not shame
8576,0.6908,0.0,0.801,0.199,had it not ensured his familys comfort as it does nowhis wife and daughter the only ones of the group seated safely inside the truck
8577,0.0,0.0,1.0,0.0,inside a few people are seated on the floor filling their plates from platters of rice and potato stew
8578,0.0,0.0,1.0,0.0,yes first and last i hope isaac says taken aback by the question
8579,-0.3182,0.697,0.303,0.0,just desperate
8580,0.0,0.0,1.0,0.0,  333  dalia sofer  what happened when you got caught
8581,0.6369,0.0,0.488,0.512, money bought my freedom
8582,-0.296,0.091,0.909,0.0,he wonders if by renouncing his old life he has also surrendered his old self he is no longer the one in charge
8583,0.6124,0.016,0.924,0.06,isaac thinks of the cities ahead of himankara istanbul geneva new yorkand of the cities behind himtehran where his home stands empty now of life ramsar by the caspian its air filled with fog isfahan with its domes of blue yazd where brick alleys shelter its inhabitants from the daytime heat and nighttime freeze of the desert and where the undying flame of the zoroastrians burns in a small urn of oil and his beloved shiraz the city of his youthful summers where he discovered both poetry and farnaz and where along the mausoleums of the medieval poets hafez and sadi he recited verses finding his future in them
8584,0.4019,0.0,0.932,0.068,occasionally passersby would see him with his books and ask him for a hafez oracle and isaac who in his younger days  336  the septembers of shiraz  believed in such divination would oblige them whats on your mind
8585,-0.8591,0.333,0.667,0.0, he would ask and people would say my sick mother my dying father my dreadful job my poverty my deadend marriage
8586,-0.128,0.248,0.543,0.209, it was usually the dejected who sought divination
8587,0.7184,0.036,0.839,0.125,he would open the divan of hafez for them and the first verse that would catch their eye was believed to hold in its letters the answer to their question the wheel of fortune is a marvelous thing  what next proud head to the lowly dust will it bring
8588,0.296,0.133,0.645,0.222, or not all the sum of earthly happiness  is worth the bowed head of a moments pain
8589,0.0,0.0,1.0,0.0, come september he would pack his bags and head back north to tehran knowing that in eight months he would return
8590,0.0,0.0,1.0,0.0,a few hours later a truck carries them from the village to ankara where they wait for a bus to istanbul
8591,0.8402,0.0,0.836,0.164,many thanks to lucy rosenthal whose early encouragement drove me to pick up the pen those morning workshops in the hills of umbria have left behind an indelible imprint and to melvin bukiet joan silber and sheila kohler who offered me their generous advice as i began this book
8592,0.6908,0.131,0.663,0.205,thanks also to the photographer abbas whose powerful images of iran offered me great inspiration to simin habibian for her book 1001 persianenglish proverbs and to the many political prisoners whose candid accounts provided me with the painful details of imprisonment and torture specifically i am indebted to hassan darvish monireh baradaran and my own dear father simon sofer
8593,0.0,0.0,1.0,0.0,her stories and essays have been published in the o
8594,0.8176,0.0,0.706,0.294,henry prize stories best american short stories the new york times guardian wall street journal granta and many other publications
8595,0.0,0.0,1.0,0.0, geert wilders message to refugees 2015 to make someone wait the constant prerogative of all power ageold pastime of humanity
8596,0.0,0.0,1.0,0.0,kaweh and kambiz part two camp i
8597,0.0,0.0,1.0,0.0,ii
8598,0.0,0.0,1.0,0.0,our word then was illegal
8599,0.2023,0.0,0.893,0.107,even now in the casual talk of refugees and lawyers the word i hear is illegal
8600,-0.4588,0.182,0.818,0.0,there we were illegal all the same dizzying displacement uncertainty and need but we had to find our own shelter
8601,0.2263,0.054,0.856,0.089,without a state to say yes we will be responsible for you we were so unmoored it was hard to fathom a next step
8602,0.7003,0.0,0.784,0.216,we had been told that wed be taken to a good refugee camp a temporary safe space for transients seeking asylum outside italy
8603,0.4215,0.0,0.899,0.101,the italian government had leased this building to house the likes of us political and religious asylum seekers and passersthrough with particular need elderly family children
8604,0.4767,0.0,0.846,0.154,we sat on our bed and wondered where wed get money if wed find friends among our neighbours
8605,-0.569,0.182,0.818,0.0,despite its grand skeleton hotel barba was a refugee camp and we had to stay put as we had no status in italy
8606,-0.765,0.35,0.569,0.081,in the absence of work or school all we did was dream a maddening state and battle loneliness
8607,0.0,0.0,1.0,0.0,i was beginning to understand other things too to peek out from inside my own skin
8608,0.0,0.0,1.0,0.0,in a refugee camp stories are everything
8609,0.0,0.0,1.0,0.0,our stories were drumming with power
8610,0.7269,0.0,0.736,0.264,we had created our lifes great story next would come the waiting time camp where we would tell it
8611,-0.2023,0.085,0.815,0.1,by college half my life had led up to our escape and the other half was spent reliving it in churches and retreats where my mother made it a hagiographic journey on college applications where it was a plea at sleepovers where it was entertainment and in discussion groups after public viewings of xenophobic melodramas like china cry and not without my daughter films about christian women facing death and escaping to america
8612,0.0,0.0,1.0,0.0,a glass enclosure shot up through our living room and inside that was a tree
8613,0.4939,0.0,0.935,0.065,i had a tree inside my house i had the papery hands of morvarid my friend and nanny a ninetyyearold village woman i had my grandmothers fruit leather and hotel koorosh schnitzels and sour cherries and orchards and a farm  life in iran was a fairytale
8614,-0.4939,0.321,0.566,0.113,you are a carpetbagger an opportunist a thief
8615,0.0,0.0,1.0,0.0,my mother didnt think to question peoples hardwired distinctions
8616,-0.785,0.231,0.769,0.0,she fended off that question by telling our story she was almost murdered by the regime so she shouldnt have to deal with peoples prejudices
8617,-0.9201,0.363,0.637,0.0,a tortured mind terror of a wasted future is what enables you to abandon home its a prerequisite for stepping into a dinghy for braving militarised mountains
8618,-0.8689,0.362,0.638,0.0,no one who has lived under a dictatorship who has scooped up their children and run to a bomb shelter doubts the fear
8619,0.0,0.0,1.0,0.0,where is the humility
8620,-0.765,0.191,0.809,0.0,and what is a credible danger in a country that hangs apostates and homosexuals and adulterers and where a hateful finger in your direction is enough to make you one
8621,0.8074,0.068,0.764,0.168,a country where record keeping is a farce where in whispers the lands riches are divided among a few where young men languish without work where young women wither with unspent ambition and desire where the enchanting whisper of opium is always in your ear and despair fills your lungs so thickly that your best chance is to be your own executioner
8622,-0.5994,0.281,0.719,0.0,with the iraq war over their plight is often considered insufficient
8623,-0.8496,0.406,0.594,0.0,they endure painful transformation rising from death discarding their faces and bodies their identities without guarantee of new ones
8624,-0.1027,0.188,0.647,0.165,a dutch officer asks an iranian refugee do you fear for your safety
8625,0.0,0.153,0.693,0.153, he says yes my two friends and i were arrested as communists twenty years ago
8626,0.0,0.0,1.0,0.0,each week we check into the local police headquarters
8627,-0.8174,0.484,0.516,0.0,but you didnt so you have no reason to fear
8628,0.3182,0.0,0.858,0.142,  the assumption of the office isnt just thoroughness and justice on the part of the iranian government laughable but also infallibility
8629,-0.1779,0.236,0.573,0.191,how is one to honestly navigate such a dishonest selfserving system
8630,-0.6908,0.217,0.783,0.0,it is a plunge into fog a burning of an old life a murder of a previous self
