,Key,Line
7584,sink,"she didn’t use the sink or the wash tub or else they would be contaminated with her gha’edeh, her monthly “mandate.” she wrapped the clean tamei clothes in newspapers, took them outside, and hung them on shrubs in the backyard."
7585,toilet,"when she came back, i helped her wash her hands again over the toilet before she dared to wash them once more in the sink."
7586,where,there was a taboo space around our mother where no one dared to intrude.
7587,where,"she ate from plates that had to be washed separately and stored in a hidden space, where no one could touch them by mistake."
7588,toilet,go rest.” now someone had to bend over the toilet pouring water over my hands to wash my soiled underwear.
7589,where,"“rouhi, you didn’t show your child where the tamei dishes are!” i had failed my first lesson in womanhood."
7590,inside,"after the initial hurt, i was content, determined to be different, to look inside myself rather than to their world for answers."
7591,sink,i would wash my underwear in the bathroom sink with good soap and sleep on my own mattress.
7592,law,most officials helped families get around the law that forbade child-marriages.
7593,where,i didn’t want to see beyond the doors where a young man lay with a child-woman for the first time.
7594,where,"she showed my mother the closet where the tamei mattress was stored, stinking of old blood and sweat."
7595,where,"baba learned to let go of his individualism and to see himself as the core of the family unit, whose sole job was to keep them together, and to help them succeed where he could not himself."
7596,term,i think a modern term for them would be anxiety or panic attacks.
7597,where,"the two worked at a small shop two blocks from the mahaleh, the jewish ghetto, where they lived in my grandfather’s house with all but two sisters who married around puberty."
7598,servitude,"although the community admired my father’s devotion to his family, they wouldn’t give him one of their daughters in matrimony, dreading the life of poverty and servitude that my father’s bride would endure."
7599,question,soon baba realized that he must find a wife whose family could not question his larger commitments.
7600,war,"less than a decade after the devastation of world war ii, iran was an impoverished country in shambles."
7601,escaped,“i was good at everything but math.” a muffled laugh escaped her cracked lips; her irises glimmered with green dots i had never noticed before.
7602,taken,"she took my pen when she explained how her mother had taken hers and told her not to bother; they had to prepare for her wedding, pack her bag to leave for a new city."
7603,pen,i put down my pen on the carpet and slumped.
7604,pleaded,"“i will take care of my brothers,” she had pleaded to her mother."
7605,death,"mava, mava …” he landed at the bottom of a ditch he had not seen in the dark and recited his shema, expecting death to take him."
7606,gate,why didn’t you come back for me?” the man had rushed to the gate of the village to convince the gate-keeper to allow him extra time.
7607,locked,"but the doors were already locked for the night and the gatekeeper, along with the peasants and their animals, had retreated within the enclosure."
7608,where,a large mercedes truck wobbled its way down the uneven rocky road to where my father was standing and stopped.
7609,inside,"my father didn’t have any food with him, but was too shy and too afraid to go inside to ask for a drink or a piece of bread."
7610,hole,"although the nomads had climbed in and out of the hole with ease and grace, my father slipped and stumbled his way down."
7611,war,"his assets confiscated during reza shah’s reign to help with the war expenses, twice he opened bookstores."
7612,question,"i didn’t question the decision, but he explained nevertheless."
7613,where,we stood in front of the glass window of a shop where women’s robes wrapped around mannequins gracefully as if they were parading to an evening ball.
7614,taken,"i handed her a picture of my mother, taken two years earlier in israel."
7615,taken,"she was taken to the hairdresser before her wedding to curl her hair, which framed her face and hung around her shoulders and back in long tubes."
7616,where,"i remembered the burn on the right side of my mother’s head, next to her ear, where the hair stylist had left the hot iron for too long."
7617,chain,"her door was ajar and a long security chain held it together, which mohtaram reached to unlock."
7618,chain,the chain didn’t provide security.
7619,guilty,"i felt guilty for not taking her out for fresh air, for a walk around the block."
7620,locked,"on the way out, mohtaram locked the door behind her."
7621,where,"they asked, ‘who are you?’ where would a young girl go?"
7622,taken,"learning that other imported brides had simply taken the bus back home, she had begged my father for a divorce."
7623,where,"and even if she could, where was home and who wanted her?"
7624,where,"years later, when i was visiting one of my aunts at the same hospital where i was born, i witnessed the birthing of a baby."
7625,war,"during world war ii, my father had run to the british embassy every day to listen to the news and report back home."
7626,state,"an invisible ray of hope penetrated into the heart of every jew who could now hear the reports of the state of israel, established just five years earlier."
7627,arrest,"financed, armed, and supported by the united states, the iranian military gunned down hundreds of civilians in tehran, and organized a house-to-house search to arrest communist sympathizers."
7628,taken,"uncle beejan, a student at tehran university, had come home and taken to the streets with the rioters, making speeches, writing and distributing anti-shah flyers."
7629,police,"as the police neared our home, my father tore through my uncle’s room, searched in the passover dishes in the attic, and dug among the onions and spices in the pantry, looking for illegal documents."
7630,death,"and in college, a classmate who assured me that marxism and islam were compatible, tried to pass me marx’s the communist manifesto, knowing that its possession warranted a death sentence."
7631,building,"my childhood home the house in which i spent my early years originally had been a part of a much larger building  and gardens owned by my great-grandfather, the chief rabbi and judge of the community."
7632,court,"in this cool common hallway between the two houses, mori-jaan held her own court on summer days."
7633,authority,"mori-jaan’s powerful presence, her confidence, and her show of authority intrigued me; she was an ancient maternal symbol."
7634,escaped,"strands of silvery hair escaped her tight braid, pulled away from her head in a halo, and made her look like an electrified female einstein."
7635,power,"i wondered what gave her eyes the power to humble everyone around her, the strength to quiet anyone she did not want to hear, the ability to pull words out of women who were too hesitant to speak."
7636,taken,"in the hallway, they could learn who would be marrying whom, how much dowry a daughter had taken to her husband’s home, or how a new bride was pleasing her mother-in-law."
7637,where,"looking back, the idea was quite modern, a natural support group down the street on the way to the market place, where women could dard-e-del, speak of the ache in their hearts, where they could share their miseries and be comforted by the knowledge of the other women’s hardships."
7638,serving,"for generations, our ancestors had been given the honor of serving as community judges, bringing the community together and solving problems in order to keep away from the moslem courts."
7639,justice,but that umbrella of justice did not protect my mother.
7640,inside,"if i was being skinned, i sat quietly, knowing that she was going to be silent as the volcano inside her heated."
7641,where,"i poured it over my head and felt the konar slide down my back, cold and slimy where the pulverized leaves were fine, and the rest remained in my hair, coarse and grainy."
7642,where,"we passed bathhouses that served moslems only during our half-hour walk to the jewish hamam, where we entered through two large doors."
7643,wall,"a rolled mattress was set against the wall with bubbling plaster, crumbling in the humidity of the bathhouse."
7644,hole,"i competed with a stream of naked women who lined up by the hole to draw water, and, as i looked around, i appreciated my grandmother’s forcefulness in securing a spot away from the busy area for us."
7645,question,i didn’t question the class difference.
7646,question,the question of virginity winter was finally over.
7647,charge,"as the eldest, she was in charge of the household allowance."
7648,inside,"on my grandmother’s request, i ran inside to give the old homeless woman living there a few rials."
7649,where,"we stopped by the public water spouts, where she was greeted by women drawing water."
7650,where,she asked the shopkeeper where maryam lived.
7651,wall,we took off our shoes at the door and lined them up by the wall as the etiquette required.
7652,ordered,"a person in the back of the room warned, “cover the windows, cover the windows!” but someone from the groom’s family complained, “there isn’t enough light.” a woman wearing a light brown chador with pink flowers opened the door a crack and ordered everyone to leave the yard."
7653,situation,"they didn’t want her to have a situation similar to my mother’s, i guess."
7654,taken,but the shopping and the frustration had taken a toll on my grandmother’s health.
7655,ordered,"to make matters worse, once in a while she received a letter from my father, who wrote on behalf of my grandmother to remind her of her duties: “don’t forget to take food to bibi.” over and over, my grandmother ordered maman to take care of my great-grandmother."
7656,inside,a divorce in the family little pieces of gloom lodged inside my mother like prickly thorns flown in the wind from the desert surrounding our city.
7657,notorious,"the washer-women, notorious for their gossiping, had a precious piece of information that they could expand and talk about at various homes in the neighborhood."
7658,charge,"my father was in charge of shekhitah, the ritual slaughtering which he hated, and mashalah inherited the performance of brit-milah, the circumcision, as well as the weddings and the divorces."
7659,inside,"but inside me, a voice called, “what about me?” i would have to take care of my sister, to take over all that was her responsibility."
7660,guilty,"i was the one to blame, guilty of veragi, talking too much with a biting and hurtful tongue."
7661,locked,were the main doors locked well enough?
7662,guard,"i lay there half asleep, half awake, since one had to be on guard perpetually."
7663,killing,"my grandmother added to the darkness of the night by telling us horror stories of judekoshi, the killing of the jews."
7664,power,"the ruling power rarely interfered, my grandmother emphasized as she added more charcoal to the samovar."
7665,state,these low-lives thought themselves richer than the governor of the state of fars.
7666,guard,"he wanted to raise it as a guard dog, not a pet."
7667,imprisoned,"we were imprisoned in our living quarters until the next morning, when the men tied him up again before leaving for work."
7668,freed,a few times he freed himself and terrorized us to the point that we had to hide in a basement room until my father and uncle came home for lunch.
7669,escaped,a loud cry escaped from the spectators: allah o akbar!
7670,war,white doves dipped in blood rode on the back of the war horses in place of the soldiers who never had a chance to fight.
7671,building,"with each beat of the cymbal, they raised both hands, to chest level, then above their heads, building a momentum that ended with their open palms slamming on their chests with a thunderous sound."
7672,state,"day after day, for the first ten days of moharam, mourners cleansed their souls of evil by selfflagellation, acts of charity, and a state of constant mourning."
7673,war,"lost in their deep sorrows, highly emotional moslem men recreated in the jewish ghettos the story of a war lost long ago."
7674,gate,"trying to act invisible, the older women directed us to a large tree close to a gate so small that even i had to bend down to exit the ghetto."
7675,taken,"they fulfilled his own dreams of learning a trade that could not be taken away, an accomplishment that neither i nor my siblings would ever match."
7676,hanged,"no one said, “smile!” a few months later, as i was passing by the photographer’s studio, i saw my picture blown up to a poster size, hanged from a metal frame over the sidewalk for everyone to see."
7677,where,"there i was with my hair severely pulled back, zigzag bangs, where my aunt’s scissors had slipped, and a very serious look."
7678,inside,he put a piece of cloth on the tip of a toothpick and scraped the wax from inside his ears.
7679,where,"while destroying the jewish houses to make room for the modern road, the engineers faced the nightmare of filling the sinking holes where the wells had existed for hundreds of years."
7680,roads,"the new street, one of the very first paved roads in shiraz, was jammed not only with cars and taxis but also with mules carrying food and spices and pedestrians trying to avoid bumping into each other."
7681,where,"“we are closer to mehr-ayeen, and this is where i want her to study.” the principal stopped by the doorway, sighed again, and shook his head."
7682,ordered,"not being able to tell me of his fears (no one ever discussed such matters with children), he dragged me back to the main shop and ordered me to sit up straight, with my hands folded on my lap."
7683,charge,"according to the islamic laws reinstated by khomeini, her father-in-law was in charge of the inheritance and the children’s welfare."
7684,locked,i laid the food and clothing a few steps away from him and hastily locked the door behind him.
7685,murder,"i hid in a hot closet, pale and shaking well after he was gone, fearing that he would one day murder me."
7686,guilt,"as i recounted the event to them, i realized that the horror and the guilt that had brewed inside me for so many years had blinded me to the reason that a sightless man could have seen me so well."
7687,hole,"i had ten tomans of my father’s hard-earned money burning a hole in my fist, feeling a certain thrill and shame at the same time."
7688,where,my mother would want to know where i had been.
7689,ordered,"the shah, trying to emulate the standards of the country that had returned the kingdom to him, ordered the establishment of pahlavi university in shiraz, an american-style institution with a reputable medical school."
7690,inside,"in a huge barrel, he stepped on the grapes with his bare feet, his loosefitting pants rolled up over his knees, and his “stuff ” jiggling around inside with every heavy step he brought down."
7691,freed,i quietly cheered my grandmother’s defiance and strong sense of self that freed her from an unwanted marriage at a young age.
7692,death,"at the end of the day, when i could not keep my eyes open any longer to keep death away, i decided i was going to bed and if i awoke in the morning, then i knew it was not poisonous, and if i didn’t, then i wouldn’t."
7693,power,"even in those days, i knew the power belonged in the folds of the little knitted purse wrapped around her waist."
7694,situation,now the situation was truly grave.
7695,where,she took her chador off and there was a bucket where i had imagined a fat belly.
7696,building,"had i known the contents, i would probably have run to my father’s shop, screaming and warning him of the mischief, but instead, i followed them to the main building and went upstairs to tell my grandmother her guests wanted her to come to the yard."
7697,wall,khatoon-jaan piled up a few pillows by the wall and helped khanom-bozorg sit on one and fluffed another to support her back.
7698,where,"the leech-lady scraped the creatures off and let them fall into the bucket, where they vomited my grandmother’s pomegranate-colored juices."
7699,pleading,"khanombozorg mumbled some prayers, pleading with khodaye bozorg, the great god for mercy and help."
7700,wall,"the women started to chant a secret hymn: for the giver of the evil eye who knows of it, and for the one who doesn’t know; for the one who has arrived, and for the one who left town.1  a woman hid the egg underneath the dark cloth of her chador, and headed out to smash it against the wall of simin’s house."
7701,where,"she spoke of the houses in the mahaleh, separated with tall walls, but connected through flat mud-covered roofs, where one could travel the entire length of the ghetto by jumping from one to the other."
7702,punishment,the punishment for rejecting islam was death.
7703,industrial,"with no industrial or light pollution in the skies of shiraz, the clear sky was a magnificent panoramic backdrop for the stars shining brightly against its blackness."
7704,where,it was often shared by many neighbors and stored on top of a strong joint where the walls met.
7705,where,"picking up speed, it flew off the side of the roof toward the area where the women and children had congregated."
7706,taken,"still disoriented from his sleep and horrified that the women had not taken “ghaltak” out of the pool, agha-jaan jumped out of the second-story window to save it, thinking that it was a child."
7707,state,"i knew all the girls in a permanent state of curved spines, who didn’t go to school and carried little babies on their hips."
7708,wall,i felt that there was a wall between us that was too high for me to leap over and meet her.
7709,penalty,the owner deducted cash as penalty for the return.
7710,tortured,"eshrat tortured me all year, pinched me whenever she thought i was taking too much room, stole my sponge cake, and hit my hand when i was writing and ruined my handwriting."
7711,transferred,i transferred to a new school the following year after we moved out of the mahaleh.
7712,where,"she and i crossed paths in high school and again in college, where i struggled with english, which she spoke beautifully."
7713,term,"we were finally “moving to the street,” a term used to describe those who left the ghetto."
7714,charge,"the teacher in charge of organizing the groups counted the students until she reached me, calling me by my last name as it was the custom, “calm down!"
7715,locked,"i was lucky, he told me, that he had stopped by to wait for someone from the city to connect the water and the electricity; otherwise, i would have come to a locked house."
7716,charge,he had to go back and help with the move; he smirked and told me that since i was there—such a big girl and all —i would be in charge of the utilities connection.
7717,inside,"the man from the water department finally came, and, although he told me it was okay to stay, i waited outside as he connected the water inside the house."
7718,where,"i shook my head, not knowing from where the outrageous idea had sprung."
7719,inside,or if the stone was still inside the square when it touched the line?
7720,where,"no, there was no food in the house; they ate before leaving; they didn’t know where anything was."
7721,death,"he himself had been scolded by the members of the jewish community after his father’s death whenever he had “selfishly” made plans with a friend for a picnic, or if he had strolled down the street with one."
7722,taken,"the hajee, a title the grandfatherlylooking grocer had taken after pilgrimage to mecca, rubbed his hands, sticky from handling dates, on mine as he passed a bag of lentils, making me feel queasy."
7723,servitude,"instead, i found it ironic that my father, who struggled and sacrificed so much to get us out of the ghetto, was obviously missing the security of its tall walls and insulated community, where all faces were familiar, where he didn’t have to keep on a mask of politeness, humility, and even servitude at all times to present the neighbors with the opposite of what he thought they expected of a jew."
7724,wall,koranic verses embossed in silver and framed in shiraz khatam hung on the wall asking for allah’s protection.
7725,inside,"she looked serene, content, at peace, the opposite of my mother, who was filled with repressed anger, hatred, unhappiness, and feelings of abandonment bubbling like molten lava inside her."
7726,freedom,"my space i had imagined us having such freedom in the new house, without the eyes of the community scrutinizing our every move."
7727,where,"they sat on the ground chiseling stones all day with long nails and hammers; fine stone dust covered their beards and eyelashes and gathered in clumps around their mouths, where they had coughed it out."
7728,wall,"a bare-footed bricklayer hauled buckets of mortar up on a pulley; yet another man, with his legs hanging on either side of the wall, rested the bucket next to himself, scooped and slammed the mortar on the wall with a spatula, at which point the man at the bottom threw him a brick."
7729,building,"they were quick, efficient, and precise, building a wall around my house to give us our own private space, to free us from the claustrophobic ghetto."
7730,building,"finally, uncle jahangeer heard morad building up my expectations and told him to stop teasing me."
7731,toilet,my room was the only toilet downstairs.
7732,toilet,"years later, we accepted the modern idea of using the large foyer as a common room, conquering our distaste of being so close to a lavatory, but my grandmother cringed whenever someone used the toilet as we lounged in the hallway."
7733,where,"she believed a toilet belonged in the backyard, far away from where we ate and slept."
7734,hole,"my father had also had a toilet-e farangee, a europeanstyle toilet, built to replace the hole in the floor."
7735,inside,"we chased each other with a water hose, threw shoes at each other, which had to be hunted later from underneath the bushes, from the tops of trees, and from inside the neighborhood yards."
7736,death,"she thought hard work, bending and carrying heavy objects contributed to the death of the fetus."
7737,inside,"“yes, wasn’t that fun?” “remember we made such a big cave inside the pile of snow and asked our little brother to stand on it …” she couldn’t continue for a minute, giggling so hard, her eyes teared."
7738,inside,“poor thing fell inside and all the snow …” she bent in laughter.
7739,where,i remotely remember spending the afternoon in the luscious hills of abbas abad on the outskirts of hamedan where families picnicked under the trees.
7740,building,"instead, there was only a plain building with a dome."
7741,court,"among all the virgins, the most beautiful woman of each province was ordered to the court by the royal decree; but a jewish woman was chosen to be the queen of the most powerful man, the king of the persian empire."
7742,murder,"then, after she held a position of respect and power, esther had endangered her life to stop the murder of the entire jewish community by the evil vizier haman."
7743,where,"now that the excitement of the trip had died in disappointment, i especially needed the comfort of a familiar place, where my father’s clothing hung in the closets, where the scent of his cigarettes was a part of the house."
7744,wall,"in a carved opening in the wall in front of us, a torah scroll stood upright in its round silver casing, decorated with velvet fabric and gems, crowned with silver."
7745,transferred,"i imagined being transferred down to the gravesides, musty and dark."
7746,where,"i cried for my father, “baba, baba.” i called for my sister, “nahid, where are you?"
7747,charge,"that day, my father told me that i was in charge of her, that i should not leave her sight unless someone else was there."
7748,locked,"we stayed up all night in fear, although we were safe at home, locked in one room."
7749,situation,the situation didn’t get much better when nahid was out of her cast.
7750,hole,she could not untie her braces or squat over the hole in the ground.
7751,charge,"a new teacher at the school, mrs. mojtahedi, was in charge of the sixth grade."
7752,guard,"at recess, she assigned one of the girls to guard it, which forced the student to miss her own break."
7753,situation,"i had difficulty memorizing verbatim, so i took advantage of the situation and gave tests that required thinking."
7754,power,"or was he a madman who allowed his soldiers to kill, rape, and steal, and who blinded his son with his own hands in fear of losing his power to him?” mrs. mojtahedi eyes often closed behind her dark sunglasses, a smile fixed on her face to fool us into believing that she paid attention to every detail."
7755,case,that hadn’t been the case with my aunt’s family.
7756,authority,"she looked at me as i passed the small glass tea cups and exploded: “who gave farideh the authority to fail these kids?” i was taken off guard, not realizing that the conversation had switched from mother to daughter."
7757,where,i felt as if i were the pit behind our house where the neighborhood kids practiced their stone throwing.
7758,taken,her sister and niece should have taken their complaints to the school and the teacher.
7759,sentence,"as for reading of the koran, i soon realized that the very first section of each sura was the easiest to read, so i managed to raise my hand quickly and ask with enthusiasm to be the first to read the sentence that starts all writings in islam: “bismilahe rahmane rahim, in the name of the divine merciful god.” that year, my last year in the elementary school, the pressure built up in the house, where interpersonal relationships were becoming more complicated as our numbers increased."
7760,where,"she considered the area a sacred space, where her son would eventually bring a wife and establish a family."
7761,power,"we begged my father to leave, but it was a matter of power and pride, and he didn’t want to be the loser."
7762,stretch,"i lost myself in foreign books, renting instead of buying them to stretch my money."
7763,inside,"she took the inside of the pocket out and washed it a few times, grumbling that the chocolate had embedded itself into the fabric."
7764,escaped,"each time my grandmother escaped her in-laws’ house, bibi hit her own chest in exasperation and returned khanombozorg to her husband’s home, but eventually she was refused."
7765,death,"her husband’s early death made her destitute, forcing her to marry off her daughters very young."
7766,death,his death brought financial devastation to the family.
7767,where,"the larger feathers, however, embedded deep in the flesh, were the most difficult, particularly on the wings, where the delicate skin tore easily."
7768,where,"even worse was the fatty backside of the chicken, where the long quills often pulled out and splashed fat and blood on my hands, arms, legs, hair, and clothes, where the fine feathers clung, making me look so silly that everyone smirked."
7769,freed,"then, one of the cleaning people (whose low-class status freed her from the inhibitions of the “high-class” people) bent over and, using a derogatory word, whispered, “they’re doing her private parts!” then she giggled hysterically, covering her mouth with her feather-laden hand."
7770,torture,"thinking of ziba’s mother, and of her grandmother, who was also my grandmother, passing the customs of torture to the next generations appalled and horrified me."
7771,inside,men ran inside for cameras.
7772,taken,"when they were gone, my grandmother put her lips to my aunt’s ear, signaled toward me, and in a loud whisper, asked, “has she taken care of the stuff?” for a moment, i didn’t understand what she meant."
7773,freedom,most were shocked at the sexual freedom in the united states.
7774,power,"my american and british teachers spoke of individual freedom and rights, of the power of critical thinking, free expressions of thoughts and exchange of ideas."
7775,escaped,"soon a small giggle escaped my mouth, which i didn’t try to hide from the rest of the surprised passengers."
7776,locked,"when my  grandmother, my parents, my siblings, my aunts and uncles, and my cousins took their afternoon naps on hot summer days, when the heat melted the asphalt on the pavements, i locked myself in the hamam, taking long cold showers."
7777,where,"from then on, the hamam became a place of fear, where i took showers with my underwear on, a chair wedged behind the door."
7778,inside,i withdrew inside my body.
7779,law,"initiated by the shah’s sister, a new law included women in the shah’s white revolution army."
7780,situation,"the situation became complicated, however, when my grandmother requested to accompany us."
7781,guilt,i tried to hide my apprehension and guilt for cheating the system and defying my father’s authority.
7782,guard,"a guard in a khaki uniform looked at me suspiciously, surprised to see a young woman."
7783,imprison,"he fumed, screamed, threatened, but there was nothing he could do but to imprison me in the house."
7784,pen,norman’s youngest sister and i had been pen pals for over two years.
7785,pen,"when in america, i called my pen pal to meet her for the first time."
7786,guilty,i felt guilty for having been the cause of his worries.
7787,guilty,"i felt guilty for failing her with my return, for i had freed a part of her too by my escape."
7788,inside,i wasn’t living inside my body.
7789,situation,i asked my friend about the political situation in iran.
7790,situation,"i assumed that the situation had worsened during my absence from iran, but taraneh said, “everything is fine.” in the library riot of 1974, i had seen taraneh in the crowd as well."
7791,where,"antiwestern and anti-semitic sentiments weren’t unusual in a religious section of town, but they were surprising in the heart of shopping and entertainment areas, where restaurants relied on money spent by the westernized segment of the community, where most shopkeepers were jewish."
7792,situation,"i told taraneh that the situation seemed to have worsened in the year i was gone, that the smell of a revolution was in the air, and i asked her if she could see the change."
7793,where,"i pleaded, “sell the farm, the house, get your money out of the bank, take the family to israel or america before it’s too late.” my moslem friends had changed during the last few years, i added, electrified with the anticipation of a holy man who was going to lead them to create a just country according to the laws of islam, where they thought every moslem was going to live in financial equality and freedom."
7794,war,"he had lived through pogroms in his childhood, famine and war in his teenage years, a marxist revolt as a young adult, and hatred and humiliations during the arab/israeli wars."
7795,taken,"i wanted to hit her, to scream at her for sacrificing me to a marriage custom that had already taken too many victims."
7796,wall,"the year before i left for the united states, i had copied a few lines from walden and pasted the sheet on the wall by my bed."
7797,gate,"i dreaded the long, forty-minute walk through stillunfamiliar neighborhoods, the sexual remarks made by young men in the dark winding alleyways, and the obscenities exchanged by the prostitutes at the gate of the mahaleh."
7798,tortured,she had a hard life.” i had always wondered but feared to ask what could have tortured my quiet bibi for so many years.
7799,death,"after the thirty days of formal mourning, when her pain was still as harsh as the first weeks, bibi still visited the grave every day, beating her breasts with a large stone, asking for atonement from god, for forgiveness from her beloved daughter, believing that her sins had brought death to bagom-jaan."
7800,taken,"sick and depressed, bibi was taken to a doctor, who was horrified to see her breasts lumpy and bruised."
7801,where,"i remembered it as the place where my grandmother’s brother, daee-bozorg, had erected a large tanoor every year before passover to bake matzah for the community."
7802,where,"the bedding was removed, but a small charcoal brazier, where bibi heated her food, made tea, and warmed the room in winter stood on tiny brass feet."
7803,guilt,"as i stood in bibi’s room, i could feel her presence, her suffering and guilt for having sacrificed her daughter to a tradition that was too strong for the mother to have resisted."
7804,escaped,"even now, in the twenty-first century in the united states, my younger cousins and their children who escaped from iran after the 1979 revolution, abide by the cultural rules of the country they abandoned."
7805,serving,i pulled the tablecloth from underneath the serving dishes and tore it.
7806,where,i didn’t want to walk down side streets where men cornered women and groped them.
7807,serving,“this whole idea of serving in the army is such nonsense.
7808,officers,the officers are all lechers.
7809,camp,shahnaz was leaving the following day for the boot camp and then to her husband’s house for a long weekend.
7810,locked,i reached over and locked the doors quickly and tried to keep calm as i inched my way toward the nearby main street.
7811,where,"the men jumped aside, still pounding on the car, telling me where they were going to put their penises."
7812,where,"i longed to go to the bazaar once more, where i first visited clinging to my grandmother’s chador; a place i later explored with my good friend shahnaz—bargaining for a sheep-skin coat, eating smothered eggplant and sour yogurt in a converted caravansary, and smoking a waterpipe."
7813,wall,"at the post office, scribers sat on low stools on the sidewalk by the long wall and wrote letters for kneeling old women wrapped in chadors."
7814,taken,"most of them cried as they dictated their words for a loved one, a soldier-son maybe, a husband working in a faraway village, a daughter taken away by her husband to another town."
7815,wall,"i walked around the room that day banging on the wall with my fist, needing to feel the physical pain to dull the greater hurt inside."
7816,where,"i headed toward my friend’s house for shelter, wanting to ask if paree knew where the blood came from, and why it was on my legs and my bare feet."
7817,where,"on 9 september 2001 a large number of my aunts, uncles, and cousins attended a cousin’s wedding, just across the river from my norfolk home, in fact at the same spot where i married my american-born husband, norman."
7818,imprisoned,"when my aunt tried to leave iran about twenty years ago, she was arrested along with her husband and son, and imprisoned for attempting to take her military-age child out of the country."
7819,prisoners,"as anarchy ruled, my family members were virtual prisoners at home, frightened to attend school, to shop for food, to visit friends and family."
7820,death,"when my family heard chants of “allah-o-akbar, death to america, down with the shah,” they trembled."
7821,death,"baba called iran to learn that his mother was already on her death bed, asking for him."
7822,war,"one day, baba, a mere teenager during the post–world war ii famine, went home excited, bringing a prized sheet of flat bread he had fought for vigorously at the bakery."
7823,jails,they had prayed in lonely iranian jails and turkish prisons and in sealed rooms in israel.
7824,pen,thank you for putting the pen back in my hand.
7825,war,"glossary aftabeh: water jug agha: sir, mr., also a common name for father ameh: paternal aunt aragh: an alcoholic drink aroosak: a little bride, a doll baba: father bakht: luck, fortune bamieh: confectionary bandandaz: a woman who removes body hair baseh: enough bebakhshid: please forgive me befarmaid: a polite way of proffering beoft: fall besalamati: to your health biaboon: desert bolbol: nightingale boro: go bozorg: great, big brakha: prayer (hebrew) brit-milah: the circumcision ritual (hebrew) chador: a full body covering choobak: a shrub whose bark was used as soap daee: maternal uncle dard: pain dard-e-del: talking of the ache in one’s heart dayan: judge, spiritual leader (hebrew) del: heart doft: daughter (judi) farangee: foreigner galoo: throat gele-zard: yellow clay, soaked and used as hair conditioner gha’edeh: a woman’s period ghaltak: a cylindrical stone for packing earthen roofs ghalyan: waterpipe, hookah ghalyoon: waterpipe in the dialect of shiraz gherti: a show off ghorbat: being away from home goh: excrement gom: lost gomsho or gom sho: get lost halwa: sweets hamam: bath, public baths hamami: a bath keeper hejab: veil, modesty hejleh: wedding canopy holoo: peach jaan: dear javeed: long live jendeh: whore jihad: holy war  jude-koshi: killing the jews, pogrom judi: judeo-persian, a language spoken only among jews of shiraz kaleh: head khaleh: maternal aunt khan: a leader; mr. khanom: lady, mrs. khanom-bozorg: a great lady, a title we used for my grandmother khastegar: a suitor khastegaree: marriage proposal khatam: inlaid wood and ivory khebeen, khesheen: are you well?"
7826,where,let it be the pioneer on the plain seeking a home where he himself is free.
7827,where,"it’s not like iran, where we were crazy enough to xerox hundreds of pages of books like madame bovary and a farewell to arms.” before i had time to think of a response, he went on to tell me about the first time he had been arrested, late at night during one of the usual random car searches by the revolutionary militia."
7828,custody,"he had been taken into custody with his two friends, more for their insolence than for the contraband tapes found in the car."
7829,jail,"and yet it is true that people who brave censorship, jail and torture to gain access to books or music or movies or works of art tend to hold the whole enterprise in an entirely different light."
7830,repression,"they don’t care about books and such things.” every once in a while, after a talk, during a book signing or over coffee with an old friend, this point will come up, usually as a question: “don’t you think that literature and books were so important in iran because there was so much repression there?"
7831,power,stories are not mere flights of fantasy or instruments of political power and control.
7832,taken,"but perhaps there is another, more personal reason for my disagreement with ramin: i cannot imagine myself feeling at home in a place that is indifferent to what has become my true home, a land with no borders and few restrictions, which i have taken to calling “the  republic of imagination.” i think of it as nabokov’s “somehow, somewhere” or alice’s backyard, a world that runs parallel to the real one, whose occupants need no passport or documentation."
7833,where,"), where they lived, their daily routine, their school."
7834,exercise,"near the end of each session, my tutor would close our exercise book and make her way to the kitchen, from which she would emerge with a glass of cherry sherbet and a worn copy of the wonderful wizard of oz."
7835,where,"had i been able to formulate my first impressions of the united states, i might have said that there was a place in america called kansas, where people could find a magic land at the heart of a cyclone."
7836,justice,"kansas and omaha were soon followed by a river called mississippi and many more cities, rivers, forests, lakes and people—the orderly suburban households of nancy drew, the frontier towns of little house on the prairie and stormy plantations of gone with the wind, the kentucky farm of uncle tom’s cabin and the dusty, sultry southern streets of to kill a mockingbird, where justice was as embattled a notion as it would soon be in tehran."
7837,where,"i was not sure what to make of american musicals, where characters suddenly started gyrating in the middle of a meal or while walking down the street, as if overtaken by a mischievous genie, bursting into song only to calm down the next minute and resume eating or talking or kissing."
7838,where,"it is not just bookstores and libraries that are disappearing but museums, theaters, performing arts centers, art and music schools—all those places where i felt at home have joined the list of endangered species."
7839,transferred,"in a sign of the times, the bloomberg news website recently transferred its book coverage to the luxury section, alongside yachts, sports clubs and wine, as if to signal that books are an idle indulgence of the super-rich."
7840,state,"at some point this state of affairs became an obsession with me, and i began to think that there must be some connection between the demise of the idealistic or moral aspects of the american dream and its material side."
7841,state,"i started collecting newspaper accounts and statistics on the state of the humanities, alongside articles on education, health care, social mobility and all the other component parts of the material aspect of the american dream."
7842,state,"i began reading blogs on education and books about the internet or the state of the economy, surprising my friends with references to joseph stiglitz and jaron lanier."
