,Key,Line
10943,where,"i want to say: “listen, ms. n. ok, there are things that don’t work in the west, but do you consider the east a place where things are functioning?"
10944,where,"oh please; look at india, where all the yogis in the world are not able to stop hunger."
10945,where,"no, they are not working.” i do not want to stop here: i want to say to ms. n: “do you know what happened to me yesterday?” yesterday i found myself in a famous psychiatric hospital in tehran, where i was really impressed and, i have to admit,  upon arriving in tehran  64  surprised by the degree of organization i observed."
10946,case,"having heard of his reputation, i take my case to him and demand a letter on behalf of my chubby patient and her silent little girl."
10947,question,"have him stay in the house and beat me up all day and night?” the doctor of the legends of tehran responds to the chubby woman’s very legitimate question: “you know,  upon arriving in tehran  66  my child, we should both have been born in sweden; under those conditions we would be talking to each other on completely different terms.” i feel like an outsider; they seem to understand each other’s language, while for me they might as well be speaking swedish."
10948,poverty,"“he has a very unique sense of humor and makes his money doing intellectual work, which, as everybody knows, is a path toward poverty!"
10949,taken,"“‘the crucial thing is to be authentic: be who you are, for everybody else is already taken."
10950,prisoner,"and if you do not act upon your own desire, you are bound to be a prisoner; the only variable is who your prison guard is."
10951,guard,"one day your prison guard enforces lipstick as the enemy, while another day the guard informs you that all intellectuals must wear red lipstick."
10952,inside,"“‘do not categorize people as nonintellectuals because they drive expensive cars; this is only about the lack, the void, the stupidity you feel inside, which you project onto them."
10953,roads,"i have begun to despise the intellectuals of this city; they feel as if they cannot walk on the sidewalk like everybody else, they  upon arriving in tehran  70  have to walk through the dirtiest, most difficult of roads and come out smelling like sweat in their old shoes."
10954,escaped,"if only we could figure out how they escaped the poisonous venom of banality, we might be able to make an antidote for the disease; we might be able to save people from banality?” “mr."
10955,question,"she quickly replies: “after many years of thinking about this question, i have found one difference between those i categorize as banal and those who are not banal: non-banal people like myself have taken their destiny by the balls and into their own hands; we have assumed subjectivity; we do not believe things happen to us; we consider ourselves  upon arriving in tehran  74  responsible for the consequences of our actions; we are not victims, we choose, we have consciousness."
10956,justice,and i can never do justice with mere words to what it is like to visit shiraz in spring.
10957,taken,in spring shiraz is taken over by the perfume of orange blossom.
10958,death,"maybe i find it depressing because through spring, we are forced to face everything that represents life, birth, youth, while we are so intensely aware of getting older, and approaching death."
10959,death,"you know that simone de beauvoir remarks: ‘it is old age, rather than death, that is to be contrasted with life."
10960,death,"old age is life’s parody, whereas  upon arriving in tehran  76  death transforms life into a destiny: in a way it preserves it by giving it the absolute dimension."
10961,death,"death does away with time.’ and so, because of spring’s inevitable association to life, one cannot escape its absolute contrast, old age."
10962,guilt,"as ms. n is about to leave (perhaps she knows at some level what she has communicated, and that indeed the message has got to the receiver), with what i perceive to be some degree of guilt, and in order, i believe, to repair the relationship, she hands me a small delicate lily of the valley  upon arriving in tehran  78  from her big yellow bag and says: “i forgot i had brought this for you, i picked it from my own garden.” perplexed at what has just happened, without much contemplation, i say “thank you,” as ms. n leaves my office for that day."
10963,situation,the situation leaves itself open to various other refined modes of investigation.
10964,situation,perhaps in order to transform a bloody situation of disappointment into a flowery condition of hope; as a vehicle to eliminate the anxiety of the former situation.
10965,freedom,it carries with it a lack of consciousness and of freedom.
10966,question,"upon arriving in tehran  82  something else is also imposing itself on my line of associations: “culture.” i have in my analytic career found it easy to reject and question my patients’ gifts, letters, demands to look at their photos, etc."
10967,case,"each time i thought about what should be done according to the specificity of the case and acted appropriately, always staying faithful to understanding what the meaning behind such an act might be, and trying to hear the message that the patient wanted to communicate through the act."
10968,inside,"meaning, for him, was not primarily inside or outside, but in constant flux between the two."
10969,where,"i do not even know what i just said signifies, but what comes to mind is paintings; you know i live and breathe paintings, they are where i experience the utmost pleasure and ecstasy."
10970,torture,"for me pleasure comes from painting, and the unique form of suffering i am willing to endure is the torture of creativity."
10971,situation,"thankfully my knowledge of psychoanalysis allows me to distance myself from the situation, and not to let our  upon arriving in tehran  87  interpersonal dynamics turn me into the cruel and sadistic mother she has previously unconsciously depicted."
10972,disaster,"it seems to me that ms. n is not equipped (or properly dressed) to separate from the object against the backdrop of a calm sea; separation as reported in her dream is the aftermath of a disaster followed by severe anxiety, devastating stormy seas, and no proper clothing."
10973,conviction,"i am tempted to try to calm the sea represented by the format of our session, but i have a pretty firm conviction that we must go through this process together, that i have  upon arriving in tehran  88  to tolerate the parting and separation on a very stormy note, to feel exactly how it feels to be ms. n, to identify then empathize with her, and to show her i can tolerate and contain these torturous feelings."
10974,question,"on that note, i respond to her question about whether i know much about art or whether i am a mere “symbolic communications” junky."
10975,situation,i must have done something wrong.” ms. n replies: “i admire your ability to take responsibility for the current sharp and knifelike situation we are in; you are not as flowery as you look after all.” after ms. n’s departure i am unable to get her out of my mind.
10976,tortured,was she letting me know about her tortured self through the image of a tortured christ betrayed and crucified for other people’s sins?
10977,where,"it does not come as a surprise that the thought of separation leads my associations to my own mother, for can any of us be reminded of separation without thinking of separation from our mother, where our most treasured dyadic relationship is violently taken from us?"
10978,where,romain gary himself told us about a trip he took to sweden with his mother during which they happened to pass a park where the king was playing tennis.
10979,question,"many years ago my mother asked me if i knew why it was a great deal more important to be happy than to be rich, famous, and beautiful: because, as schopenhauer informs us, if we are telling a friend about a very rich, famous, and attractive person, the first question we have to answer is: “but is he or she happy?” however, if we tell the tale of a happy person we are never asked if they are rich, famous, or attractive."
10980,freedom,"today i would only insert freedom instead of happiness, à la simone de beauvoir."
10981,where,are we not all continuously caught in the porcupines’ struggle to reach the optimal distance where one can find the most heat yet be poked by the other to the least possible extent?
10982,repression,"shows that almost every intimate emotional relation between two people which lasts for some time—marriage, friendship, the relations between parents and children—contains a sediment of feelings of aversion and hostility, which only escapes perception as a result of repression."
10983,freedom,"on the contrary, the self never stops recreating the mother through the very freedom it gained from being separated from her."
10984,taken,"this feeling of being worn out has accompanied me since the first day of my return to tehran; it is as though here i am trapped in a never-ending cycle of feelings; it is as though my wonderful, well-established, deeply needed defenses have been suddenly taken away from me."
10985,punitive,"in tehran i cannot escape the existence of old and struggling relatives, but most of all my homeland has reawakened my severe and punitive superego, in the form of condemning me not only to do what i do not want to do, but to enjoy doing it."
10986,guilt,"in my motherland, the moment i decide to do as i please, i am left with nothing but guilt."
10987,where,"in my homeland i have to tolerate the anxieties of the “return of the repressed,” or, as seneca puts it succinctly: one never comes back home with the same moral character one went out with; something or other becomes unsettled where one had achieved internal peace; some one or other of the things one had put to flight reappears on the scene."
10988,imprisoned,he was able to love a girl who was lower than himself; he was able not to be imprisoned by the long list of qualities a girl must have to be worthy of his love.
10989,case,"no wonder she is  upon arriving in tehran  105  always so preoccupied with saying interesting things and being extraordinary; no wonder i have chosen a lexis of ordinary, extraordinary, greatness, banality, and so on to describe the case of my ideal patient."
10990,case,"in my opinion, the process by which an analyst chooses to write about a patient always entails an enactment of the unconscious dynamics of both analytic subjects; the case of ms. n and me is no exception."
10991,case,it could be said that this extraordinary case adheres to the most ordinary of psychoanalytic rules.
10992,question,a good question would have been who the man in bed with me was.
10993,where,"this is how it goes:  upon arriving in tehran  109  “hi, my name is gohar.” “that is an interesting name; where do you come from?” “i am from persia.” (persia always sounds more exotic than iran; it usually triggers the fantasy of faraway lands immediately.)"
10994,where,"the conversation is all about what your name is not; whom you miss; where you did not come from; what you left behind; where your parents were not; when you will leave, and so on: utterly in absence and thus at an inevitable distance; a wonderful lack of intimacy."
10995,where,"home to a land where we were untouchable, where our exoticism provided a shield against all the anxiety and anguish that comes hand in hand with your closeness to your olive tree."
10996,where,"day after day i have felt that i am where i am supposed to be; and what else matters?” hearing my kind supervisor’s voice brought me confusion, pain, and jealousy, but also hope."
10997,where,"some days i work at a clinic where i am exposed to the various kinds of people of my motherland: people from the villages and the city, rich people and people from very low socioeconomic backgrounds, the old and the very young, men and women who i never had a clue about before."
10998,law,"i could not tell you before, but a few nights earlier i had another dream that i was having sex with both my sister and my sister-in-law at the same time.” f, a young girl who moved to tehran from isfahan to study journalism just a few years back, comes to see me."
10999,where,"even if she does not feel like it, she feels obligated to let me go where i have already gone."
11000,building,"being an architect, i have to be on building sites, and i keep fainting in front of all my male workers."
11001,building,"the other day, if one of them had not been strong and observant enough to catch me right away, i would have fallen from a seven-story building and died."
11002,state,"she has lost all her hair, and her eyebrows, yet one can still observe the remains of a striking woman, who even in her current dire state has a certain attractiveness about her."
11003,term,"i heard freud used such a term, and i have been on a sexual mission ever since i can remember."
11004,state,"and he also gives me a lot of cash on a continuing basis.” these episodes are followed  a few years after returning to tehran  125  not only with monetary gain but with guilt, shame, and severe anxiety for k. k shows up to her morning session on the day after such nights in a very devastated state of being, reporting: “i feel like such a whore."
11005,where,i guess it is like the kiarostami movie where the whore tells the woman who is married to a rich guy that the only difference between them is that she is a wholesaler.
11006,state,"if she is not in a continuous state of doing, she feels dead."
11007,death,"as she says one day: “i would much rather be manic than depressed, depression is accompanied by death and darkness; mania is how i choose to live my life."
11008,where,"contemporary psychoanalysis seems to be full of questions such as “where have all the hysterics gone?,” “do we still have neurotic patients on our couches?,” “yesterday’s hysterics are today’s borderlines,” “neurosis: a myth of the past,” and “does anybody talk about sex anymore in psychoanalysis?” observing the psychoanalytic literature, one can only confirm green’s position: that the fashionable “in” themes  a few years after returning to tehran  129  dominating most of the analytic literature in recent years have definitely been narcissistic disorders, borderline disorders, bipolarity, and psychotic states."
11009,question,"my clinical observations—for example, the ones reported here—seem to answer green’s question: i have found sexuality in tehran."
11010,where,"especially considering the traditional iranian cultural base, where sexuality is supposed to be a lot more repressed and taboo than within western cultures."
11011,law,"i had married the man i loved, i could not imagine marrying anyone else, and yet my wedding band, the one i had picked out with the utmost care and attention, the one on which my mother-in-law had had both our names engraved, a wedding band that encapsulated my very personal touch—on my finger it made me feel as if i was  a few years after returning to tehran  131  living somebody else’s life, a life which i was observing from a distance."
11012,taken,never once had i taken it off before.
11013,guilt,"a few years after returning to tehran  133  “is it because the word has now become impregnated with my personal experiences of the last few months, with my mother’s pale, terrified face when my divorce was announced to her, her sense of guilt over what she might have done wrong, what she could have done differently, and the anxiety of an uncertain future for her daughter?"
11014,situation,"suddenly, out of all the memories he shares with my grandfather, perhaps as an attempt to lighten the situation inside his head, he remembers bringing him his favorite kind of brown sugar cubes."
11015,where,“my husband is brought back to the stifling room where one cannot ignore the heaviness and the intensity.
11016,situation,it is as if he just does not have the psychic tools to reverse the situation.
11017,freedom,"and yet, my heart is broken at the prospect of your divorce; it is as if my heart is aching while my mind has become liberated in celebration of your freedom.’ “doctor, the strangest sensations came over me while my father was talking."
11018,state,"was i to spend my many lonely nights contemplating nietzsche, desperate to understand heidegger, and in a state of total vertigo over foucault?"
11019,where,"we did not even have the apartment then, but both of us, in our own ways, started fantasizing about where we would put it, what frame we would buy for it, and who we would like to show it off to."
11020,escaped,"just looking at the picture brings an endless flow of memories with it, which force themselves upon me, coming from nowhere; little details that i thought had escaped me over the years."
11021,where,"“the conservative children of group a had parents who did not talk to them at the kitchen table, where things were not discussed but demanded."
11022,where,group b was also where all sorts of creativity were observed.
11023,freedom,"i always felt like throwing up, felt like shouting ‘things are not black or white, there is always gray, and it is in the gray that we have the best of what our human condition has to offer: like what you and i have been able to produce here!’ i was always constructing and reconstructing my stories, allowing for creativity to surface and enabling freedom, as much as is humanly possible."
11024,where,"after my divorce i came back to the wonderful chaos of group b, where we lead a postmodern life, talk everything out to the point of  a few years after returning to tehran  144  nausea, and yet we do not feel like throwing up."
11025,law,"marjorie agosín, uncertain travelers: conversations with jewish women immigrants to america, 1999 rahel r. wasserfall, women and water: menstruation in jewish life and law, 1999 susan starr sered, what makes women sick: militarism, maternity, and modesty in israeli society, 2000 pamela s. nadell and jonathan d. sarna, editors, women and american judaism: historical perspectives, 2001 ludmila shtern, leaving leningrad: the true adventures of a soviet émigré, 2001 jael silliman, jewish portraits, indian frames: women’s narratives from a diaspora of hope, 2001 judith r. baskin, midrashic women: formations of the feminine in rabbinic literature, 2002 chaeran y."
11026,death,"raider and miriam b. raider-roth, the plough woman: records of the pioneer women of palestine, 2002 elizabeth wyner mark, editor, the covenant of circumcision: new perspectives on an ancient jewish rite, 2003 kalpana misra and melanie s. rich, jewish feminism in israel: some contemporary perspectives, 2003 farideh goldin, wedding song: memoirs of an iranian jewish woman, 2003 rochelle l. millen, women, birth, and death in jewish law and practice, 2003 sylvia barack fishman, double or nothing?"
11027,court,"raider, editors, american jewish women and the zionist enterprise, 2004 tamar ross, expanding the palace of torah: orthodoxy and feminism, 2004 margalit shilo, jewish women in the old yishuv, 1840–1914, 2005  memoirs of an iranian jewish woman  farideh goldin  brandeis university press published by university press of new england hanover and london  brandeis university press published by university press of new england, one court street, lebanon, nh 03766 © 2003 by farideh dayanim goldin www.upne.com all rights reserved."
11028,court,"members of educational institutions and organizations wishing to photocopy any of the work for classroom use, or authors and publishers who would like to obtain permission for any of the material in the work, should contact permissions, university press of new england, one court street, lebanon, nh 03766."
11029,war,"used by permission of the photographer and magnum photos inc. mccurry has covered many areas of international and civil conflict, including the iran-iraq war, beruit, cambodia, the philippines, the gulf war, and the disintegration of the former yugoslavia and afghanistan."
11030,war,his focus is on the human consequences of war.
11031,question,my grandmother’s house my childhood home a day at the hamam the question of virginity the garden wedding a divorce in the family  3.
11032,gate,the gate to the city of shiraz.
11033,toilet,"normally i woke to the sounds of a peddler selling green almonds and fava beans from the sacks hanging on each side of his donkey, the radio screeching the latest news, our only toilet in the hallway flushing, the hustle and bustle of my mother scurrying around to prepare breakfast, to get ready for shabbat, my grandmother asking me to get to the bakery."
11034,where,"breathing them, i wondered where i could take my mind now that their magic had fled through the chimney."
11035,inside,"then, in 1971, as a first-year student, i stepped inside the pahlavi university library and scanned with amazement the large collection of books in translation."
11036,wall,i put my wedding picture in it and hung it on our bedroom wall.
11037,wall,"i leaned against the wall by the closet, my hair still wild from storybook dreams against a soft pillow, my panties wet, my thighs sticky."
11038,wall,she looked at my left shoulder or maybe the wall.
11039,hole,she wrapped her skirt tightly around herself and squatted by the hole in the ground that was our toilet.
11040,sink,"she didn’t use the sink or the wash tub or else they would be contaminated with her gha’edeh, her monthly “mandate.” she wrapped the clean tamei clothes in newspapers, took them outside, and hung them on shrubs in the backyard."
11041,toilet,"when she came back, i helped her wash her hands again over the toilet before she dared to wash them once more in the sink."
11042,where,there was a taboo space around our mother where no one dared to intrude.
11043,where,"she ate from plates that had to be washed separately and stored in a hidden space, where no one could touch them by mistake."
11044,toilet,go rest.” now someone had to bend over the toilet pouring water over my hands to wash my soiled underwear.
11045,sink,"the pots clanked, the water gurgled down the sink, the oil sizzled, the charcoal popped in the mud stove, and sparks flew around a large pot of water."
11046,law,she spurned me as an extension of her dislike for her sister-in-law.
11047,where,"“rouhi, you didn’t show your child where the tamei dishes are!” i had failed my first lesson in womanhood."
11048,inside,"after the initial hurt, i was content, determined to be different, to look inside myself rather than to their world for answers."
11049,sink,i would wash my underwear in the bathroom sink with good soap and sleep on my own mattress.
11050,law,"therefore, when my father and his brother-in-law, masood, knocked at their door thirteen years later to ask for rouhi’s hand in marriage, she was legally of marriageable age."
11051,law,"if my mother didn’t have her deceased sister’s birth certificate, i am sure my maternal grandmother would have found a way to circumvent the law."
11052,law,most officials helped families get around the law that forbade child-marriages.
11053,where,i didn’t want to see beyond the doors where a young man lay with a child-woman for the first time.
11054,law,"maman approached her mother-in-law with the news, her head bowed low in embarrassment."
11055,where,"she showed my mother the closet where the tamei mattress was stored, stinking of old blood and sweat."
11056,law,i wonder what my grandmother’s reaction was to her daughter-in-law’s news.
11057,where,"baba learned to let go of his individualism and to see himself as the core of the family unit, whose sole job was to keep them together, and to help them succeed where he could not himself."
11058,death,my father’s problems were exacerbated when his mother tavous started showing signs of emotional breakdown after her husband’s death.
11059,term,i think a modern term for them would be anxiety or panic attacks.
11060,death,"his diligence paid off, and five years after my grandfather’s death, my father had an established business making gold jewelry."
11061,where,"the two worked at a small shop two blocks from the mahaleh, the jewish ghetto, where they lived in my grandfather’s house with all but two sisters who married around puberty."
11062,servitude,"although the community admired my father’s devotion to his family, they wouldn’t give him one of their daughters in matrimony, dreading the life of poverty and servitude that my father’s bride would endure."
11063,question,soon baba realized that he must find a wife whose family could not question his larger commitments.
11064,war,"less than a decade after the devastation of world war ii, iran was an impoverished country in shambles."
11065,law,"my father’s brother-in-law, his sister’s husband masood, volunteered to take him to tehran."
11066,authorities,"they worried that as revenge someone would report them to the authorities, falsely claiming that they had stolen from the tehrani family’s house."
11067,escaped,“i was good at everything but math.” a muffled laugh escaped her cracked lips; her irises glimmered with green dots i had never noticed before.
11068,taken,"she took my pen when she explained how her mother had taken hers and told her not to bother; they had to prepare for her wedding, pack her bag to leave for a new city."
11069,law,"giving respect and honor to her daughter’s mother-in-law, she hoped to soften her heart toward my mother."
11070,case,"in any case, she was a liability."
11071,pen,i put down my pen on the carpet and slumped.
11072,pleaded,"“i will take care of my brothers,” she had pleaded to her mother."
11073,death,"baba at eighteen, still wearing a beard as a sign of mourning for his father’s death."
11074,inside,he was going to make sure that the gates were open and that he could secure a few donkeys to help carry the goods inside.
11075,gate,"surprised, my father asked, “why don’t we just drive to the gate, agha sha’ul?” the merchant was exhausted and impatient, his wrinkles deeper now that the sun had darkened his skin further, leaving white lines around his eyes, crinkled from the bright sun."
11076,death,"mava, mava …” he landed at the bottom of a ditch he had not seen in the dark and recited his shema, expecting death to take him."
11077,hole,"no one would look for him in the hole, and, if the robbers came by, they could steal the merchandise and disappear."
11078,gate,why didn’t you come back for me?” the man had rushed to the gate of the village to convince the gate-keeper to allow him extra time.
11079,locked,"but the doors were already locked for the night and the gatekeeper, along with the peasants and their animals, had retreated within the enclosure."
11080,where,a large mercedes truck wobbled its way down the uneven rocky road to where my father was standing and stopped.
11081,inside,"my father didn’t have any food with him, but was too shy and too afraid to go inside to ask for a drink or a piece of bread."
11082,hole,"although the nomads had climbed in and out of the hole with ease and grace, my father slipped and stumbled his way down."
11083,war,"his assets confiscated during reza shah’s reign to help with the war expenses, twice he opened bookstores."
11084,poverty,"he gave up and plunged the family into terrible poverty, forcing grandmother touran to work as a cook and sometimes a maid in local hotels."
11085,question,"i didn’t question the decision, but he explained nevertheless."
11086,where,we stood in front of the glass window of a shop where women’s robes wrapped around mannequins gracefully as if they were parading to an evening ball.
11087,law,"my grandmother was dismayed that her daughter-in-law didn’t have the skills to cook; my mother grumbled that she had been washing, cleaning, and ironing all day for my father’s siblings."
11088,law,"desperate and lonely, maman stole a pencil and a sheet of paper from her sister-in-law and wrote a letter to her great uncle dr. sayed, telling him that since he was responsible for her marriage, he needed to help her out of it."
11089,taken,"i handed her a picture of my mother, taken two years earlier in israel."
11090,taken,"she was taken to the hairdresser before her wedding to curl her hair, which framed her face and hung around her shoulders and back in long tubes."
11091,where,"i remembered the burn on the right side of my mother’s head, next to her ear, where the hair stylist had left the hot iron for too long."
11092,chain,"her door was ajar and a long security chain held it together, which mohtaram reached to unlock."
11093,chain,the chain didn’t provide security.
11094,chain,"who knew this would be our fate, living in ghorbat, away from home in our old age.” frustrated with the chain, i helped her open the door."
11095,situation,i have not seen him in a long time.” i didn’t know how to handle the situation.
11096,guilty,"i felt guilty for not taking her out for fresh air, for a walk around the block."
11097,locked,"on the way out, mohtaram locked the door behind her."
11098,where,"they asked, ‘who are you?’ where would a young girl go?"
11099,facility,"chapter two  my grandmother’s house on a cold day in january of 1953, two years after my parents’ wedding, my mother, age fifteen, gave birth to me at morsalin hospital, a missionary facility."
11100,taken,"learning that other imported brides had simply taken the bus back home, she had begged my father for a divorce."
11101,where,"and even if she could, where was home and who wanted her?"
11102,abuse,"at the same time, she felt that maybe she finally had something of her own—a little girl who would alleviate her deep loneliness among strangers, a daughter to listen to her story, to sympathize with her saga of pain, abandonment, and abuse."
11103,facility,"my aunt shams once helped her daughter give birth when the doctors at namazi hospital, a newly built modern facility, were busy and didn’t believe that my pregnant cousin knew that her baby was ready to see the world."
11104,where,"years later, when i was visiting one of my aunts at the same hospital where i was born, i witnessed the birthing of a baby."
11105,war,"during world war ii, my father had run to the british embassy every day to listen to the news and report back home."
11106,state,"an invisible ray of hope penetrated into the heart of every jew who could now hear the reports of the state of israel, established just five years earlier."
11107,lawyer,"around the time of my birth, dr. mosadegh, a european-educated lawyer, was elected as the new prime minister in iran."
11108,arrest,"financed, armed, and supported by the united states, the iranian military gunned down hundreds of civilians in tehran, and organized a house-to-house search to arrest communist sympathizers."
11109,taken,"uncle beejan, a student at tehran university, had come home and taken to the streets with the rioters, making speeches, writing and distributing anti-shah flyers."
11110,police,"as the police neared our home, my father tore through my uncle’s room, searched in the passover dishes in the attic, and dug among the onions and spices in the pantry, looking for illegal documents."
11111,sentence,"and in college, a classmate who assured me that marxism and islam were compatible, tried to pass me marx’s the communist manifesto, knowing that its possession warranted a death sentence."
11112,building,"my childhood home the house in which i spent my early years originally had been a part of a much larger building  and gardens owned by my great-grandfather, the chief rabbi and judge of the community."
11113,court,"in this cool common hallway between the two houses, mori-jaan held her own court on summer days."
11114,wall,her grandchildren put a colorful kilim on the freshly swept clay floor in the corner between the door to her house and the hallway wall.
11115,authority,"mori-jaan’s powerful presence, her confidence, and her show of authority intrigued me; she was an ancient maternal symbol."
11116,escaped,"strands of silvery hair escaped her tight braid, pulled away from her head in a halo, and made her look like an electrified female einstein."
11117,power,"i wondered what gave her eyes the power to humble everyone around her, the strength to quiet anyone she did not want to hear, the ability to pull words out of women who were too hesitant to speak."
11118,law,"her daughter-in-law, a new bride, periodically refreshed the tobacco in mori-jaan’s ghalyan with a new batch, replaced the charcoal with hotter pieces, and exchanged the warm, tainted liquid at the base with cold fresh water."
11119,law,she drew a puff to make sure the tobacco was burning with a perfect aroma before handing it back to her mother-in-law.
11120,law,"watching mori-jaan’s bride with envy, my grandmother praised the woman’s obedience and devotion, saying, “look, she walks backward when in the presence of her mother-in-law.” she sighed as she looked at my mother."
11121,law,"in the hallway, they could learn who would be marrying whom, how much dowry a daughter had taken to her husband’s home, or how a new bride was pleasing her mother-in-law."
11122,where,"looking back, the idea was quite modern, a natural support group down the street on the way to the market place, where women could dard-e-del, speak of the ache in their hearts, where they could share their miseries and be comforted by the knowledge of the other women’s hardships."
11123,serving,"for generations, our ancestors had been given the honor of serving as community judges, bringing the community together and solving problems in order to keep away from the moslem courts."
11124,justice,but that umbrella of justice did not protect my mother.
11125,inside,"if i was being skinned, i sat quietly, knowing that she was going to be silent as the volcano inside her heated."
11126,building,the garden filled with orange and tangerine trees separated the kitchen from the main building.
11127,where,"i poured it over my head and felt the konar slide down my back, cold and slimy where the pulverized leaves were fine, and the rest remained in my hair, coarse and grainy."
11128,wall,"mahvash, my second cousin who lived on the other side of the wall, always bragged about her visits to the hamam."
11129,where,"we passed bathhouses that served moslems only during our half-hour walk to the jewish hamam, where we entered through two large doors."
11130,wall,"a rolled mattress was set against the wall with bubbling plaster, crumbling in the humidity of the bathhouse."
11131,hole,"my grandmother gave him another few coins for a beaten-up aluminum pan for hot water, another for cold, and a bucket with a rope tied to the handle for pulling the water out of the water hole."
11132,inside,the dampness seeped through my dress as soon as we stepped inside.
11133,building,wide columns and arches supported the vaulted ceiling of the main building.
11134,hole,"i competed with a stream of naked women who lined up by the hole to draw water, and, as i looked around, i appreciated my grandmother’s forcefulness in securing a spot away from the busy area for us."
11135,question,i didn’t question the class difference.
11136,question,the question of virginity winter was finally over.
11137,situation,"she knew our financial situation; after all, we lived in the same house as one family."
11138,charge,"as the eldest, she was in charge of the household allowance."
11139,situation,"i tried to evaluate the situation, averting my eyes."
11140,inside,"on my grandmother’s request, i ran inside to give the old homeless woman living there a few rials."
11141,where,"we stopped by the public water spouts, where she was greeted by women drawing water."
11142,where,"“where’s the house of maryam, daughter of yehuda, the grocer, the wife of raheem, the carpet man who has a shop by the karim-khan bazaar?” my grandmother asked."
11143,inside,"she gossiped with the women inside, then asked for directions."
11144,wall,"alluding to the event that we were attending, the woman said, “always good occasions.” my grandmother responded, “may happiness come your way too.” a little later, khanom-bozorg stopped by a kiosk crowded with half-filled burlap bags of split yellow beans, short-grain rice, whole turmeric, and odds and ends of the household—charcoal, short home-made brooms, and knick-knacks that were jammed into a small corner of a wall."
11145,where,she asked the shopkeeper where maryam lived.
11146,wall,we took off our shoes at the door and lined them up by the wall as the etiquette required.
11147,ordered,"a person in the back of the room warned, “cover the windows, cover the windows!” but someone from the groom’s family complained, “there isn’t enough light.” a woman wearing a light brown chador with pink flowers opened the door a crack and ordered everyone to leave the yard."
11148,where,"one plain dark-blue figure said, “look, here it is.” the voices from the groom’s side protested, “where is it, where?"
11149,slavery,you want these men to kidnap you for slavery?
11150,thief,the thief!
11151,situation,"they didn’t want her to have a situation similar to my mother’s, i guess."
11152,taken,but the shopping and the frustration had taken a toll on my grandmother’s health.
11153,ordered,"to make matters worse, once in a while she received a letter from my father, who wrote on behalf of my grandmother to remind her of her duties: “don’t forget to take food to bibi.” over and over, my grandmother ordered maman to take care of my great-grandmother."
11154,law,"overwhelmed with two young children, maman envied her sisters-in-law who used school work as an excuse not to help her."
11155,hole,"apparently a few men,  including my father, had decided to refresh themselves in a water hole."
11156,inside,a divorce in the family little pieces of gloom lodged inside my mother like prickly thorns flown in the wind from the desert surrounding our city.
11157,state,the happiness of shekoofeh’s lavish wedding worsened maman’s mental state.
11158,law,they both belong to my sisters-in-law.” there was a twinkle of understanding in the washer-woman’s eyes.
11159,notorious,"the washer-women, notorious for their gossiping, had a precious piece of information that they could expand and talk about at various homes in the neighborhood."
11160,inside,"i gobbled it up, slightly burned outside, hot and smoky inside, the way i liked it."
11161,ordered,"“go to bed,” maman ordered."
11162,charge,"my father was in charge of shekhitah, the ritual slaughtering which he hated, and mashalah inherited the performance of brit-milah, the circumcision, as well as the weddings and the divorces."
11163,inside,"but inside me, a voice called, “what about me?” i would have to take care of my sister, to take over all that was her responsibility."
11164,guilty,"i was the one to blame, guilty of veragi, talking too much with a biting and hurtful tongue."
11165,locked,were the main doors locked well enough?
11166,guard,"i lay there half asleep, half awake, since one had to be on guard perpetually."
11167,killing,"my grandmother added to the darkness of the night by telling us horror stories of judekoshi, the killing of the jews."
11168,power,"the ruling power rarely interfered, my grandmother emphasized as she added more charcoal to the samovar."
11169,state,these low-lives thought themselves richer than the governor of the state of fars.
11170,guard,"he wanted to raise it as a guard dog, not a pet."
11171,imprisoned,"we were imprisoned in our living quarters until the next morning, when the men tied him up again before leaving for work."
11172,freed,a few times he freed himself and terrorized us to the point that we had to hide in a basement room until my father and uncle came home for lunch.
11173,escaped,a loud cry escaped from the spectators: allah o akbar!
11174,death,"it was also in the color of death, the color of a shroud."
11175,war,beautiful horses were displayed as though ready for war; sharp swords and daggers hung from their sides.
11176,war,white doves dipped in blood rode on the back of the war horses in place of the soldiers who never had a chance to fight.
11177,building,"with each beat of the cymbal, they raised both hands, to chest level, then above their heads, building a momentum that ended with their open palms slamming on their chests with a thunderous sound."
11178,state,"day after day, for the first ten days of moharam, mourners cleansed their souls of evil by selfflagellation, acts of charity, and a state of constant mourning."
11179,war,"lost in their deep sorrows, highly emotional moslem men recreated in the jewish ghettos the story of a war lost long ago."
11180,war,"wanting to avenge the dead, the mourners carried on a jihad, a holy war, against the jews, to imitate imam ali who had shed blood for the advancement of islam."
11181,killing,"the killing, they believed, would bring personal salvation and global peace."
11182,locked,"mostly, we cowered in our homes, doors locked, never answering a knock, jumping anxiously at the slightest noise."
11183,law,my aunt and her sisters-in-law gave everyone black chadors to wear.
11184,gate,"we walked through the dark alleyways to another main gate, trying to look inconspicuous, walking solemnly like moslem women."
11185,gate,"trying to act invisible, the older women directed us to a large tree close to a gate so small that even i had to bend down to exit the ghetto."
11186,gate,"moving away from the tree, we found our way to the small gate, bent down one by one, and merged with the greater darkness of the mahaleh."
11187,poverty,"a restless year that grim darkness of the mahaleh, not just of fearful nights but of poverty, disease and illiteracy, made an environment from which my father wished to free his children."
